mx_center 	 my_center 	 mz_center 	 Acc_X 	 Acc_Y 	 Acc_Z 	 Gcc_X 	 Gcc_Y 	 Gcc_Z 	 Mcc_X 	 Mcc_Y 	 Mcc_Z 	 heading 	 tiltheading 	 temper 	 pres 	 atm 	 alt
0.00 	0.00 	0.00 	0.04 	0.04 	1.14 	-0.82 	0.08 	-0.32 	22.85 	-0.88 	-1.76 	357.80 	357.89 	6.87 	5981.00 	0.06 	18455.62 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	0.05 	0.22 	0.11 	22.56 	-1.17 	-1.76 	357.03 	357.13 	6.88 	5817.00 	0.06 	18592.13 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.17 	1.58 	0.34 	0.24 	22.27 	-1.17 	-1.76 	356.99 	357.13 	6.88 	5656.00 	0.06 	18729.22 	
0.00 	0.00 	0.00 	0.02 	0.06 	1.16 	1.30 	0.52 	0.56 	22.56 	-0.59 	-1.76 	358.51 	358.71 	6.90 	5499.00 	0.05 	18865.97 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.18 	0.98 	0.40 	0.05 	22.27 	-0.59 	-1.76 	358.49 	358.55 	6.90 	5352.00 	0.05 	18996.92 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.16 	4.04 	0.47 	0.18 	22.56 	-0.88 	-1.76 	357.77 	357.90 	6.91 	5209.00 	0.05 	19127.12 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.17 	1.13 	0.45 	0.19 	22.27 	-0.59 	-2.05 	358.49 	358.68 	6.91 	5063.00 	0.05 	19263.08 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.12 	-0.51 	-0.14 	-0.06 	22.56 	-0.29 	-1.46 	359.26 	359.33 	6.92 	4934.00 	0.05 	19385.88 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.17 	-1.23 	0.07 	0.20 	21.97 	-0.88 	-1.76 	357.71 	357.82 	6.92 	4795.00 	0.05 	19521.13 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.14 	-0.98 	0.15 	0.35 	22.85 	-0.88 	-2.05 	357.80 	357.94 	6.92 	4674.00 	0.05 	19641.48 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.15 	0.50 	0.06 	0.48 	21.97 	-0.59 	-1.76 	358.47 	358.58 	6.93 	4553.00 	0.04 	19764.38 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.16 	1.43 	0.25 	0.31 	21.97 	-1.46 	-2.05 	356.19 	356.26 	6.93 	4431.00 	0.04 	19891.01 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.16 	4.33 	0.66 	0.16 	22.27 	-0.29 	-2.05 	359.25 	359.34 	6.94 	4323.00 	0.04 	20005.48 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.16 	-0.16 	0.16 	0.23 	22.27 	-1.17 	-2.05 	356.99 	357.07 	6.94 	4201.00 	0.04 	20137.62 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.15 	0.14 	0.35 	0.14 	22.27 	-0.59 	-2.34 	358.49 	358.63 	6.95 	4099.00 	0.04 	20250.49 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.17 	0.50 	-0.06 	0.53 	22.85 	-0.88 	-1.76 	357.80 	357.94 	6.94 	4001.00 	0.04 	20361.11 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.16 	-1.01 	0.15 	0.22 	22.27 	-1.17 	-1.76 	356.99 	357.09 	6.95 	3896.00 	0.04 	20482.08 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.14 	2.80 	0.38 	0.35 	22.56 	-0.88 	-1.76 	357.77 	357.87 	6.97 	3793.00 	0.04 	20603.35 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.16 	0.64 	0.01 	0.19 	22.27 	-0.59 	-2.05 	358.49 	358.67 	6.97 	3705.00 	0.04 	20709.08 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.15 	-0.79 	-0.37 	0.02 	22.27 	-0.59 	-1.76 	358.49 	358.56 	6.97 	3614.00 	0.04 	20820.58 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.16 	-0.31 	0.02 	0.23 	21.97 	-0.88 	-2.34 	357.71 	357.84 	6.97 	3529.00 	0.03 	20926.81 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.15 	1.37 	0.35 	0.23 	21.97 	-0.29 	-2.05 	359.24 	359.35 	6.98 	3441.00 	0.03 	21038.98 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.11 	-1.53 	-0.01 	0.34 	23.14 	-0.88 	-2.64 	357.83 	357.97 	6.99 	3367.00 	0.03 	21135.13 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.17 	-0.48 	-0.16 	0.40 	22.56 	-0.59 	-2.05 	358.51 	358.57 	7.00 	3287.00 	0.03 	21241.01 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.15 	3.07 	0.33 	-0.06 	22.56 	-0.59 	-1.46 	358.51 	358.57 	6.99 	3207.00 	0.03 	21349.00 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.12 	-0.53 	0.10 	0.13 	22.56 	-1.17 	-1.76 	357.03 	357.10 	7.00 	3130.00 	0.03 	21455.02 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.15 	-0.18 	0.23 	0.05 	22.27 	-0.29 	-2.05 	359.25 	359.33 	6.99 	3065.00 	0.03 	21546.18 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.15 	4.63 	0.70 	0.12 	22.27 	-0.88 	-1.46 	357.74 	357.84 	7.00 	2993.00 	0.03 	21648.99 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.16 	1.32 	0.18 	0.27 	22.56 	-0.29 	-1.76 	359.26 	359.35 	7.01 	2928.00 	0.03 	21743.55 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.16 	2.55 	0.37 	0.07 	22.27 	-0.59 	-2.05 	358.49 	358.56 	7.03 	2862.00 	0.03 	21841.32 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.16 	1.82 	0.50 	-0.01 	22.27 	-0.59 	-1.76 	358.49 	358.63 	7.02 	2805.00 	0.03 	21927.23 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.17 	0.97 	0.13 	0.14 	22.56 	-0.88 	-1.46 	357.77 	357.84 	7.02 	2744.00 	0.03 	22020.76 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.15 	-0.50 	0.08 	0.23 	22.27 	-0.88 	-1.46 	357.74 	357.82 	7.03 	2690.00 	0.03 	22104.96 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.15 	1.34 	0.33 	0.30 	22.27 	-0.88 	-2.05 	357.74 	357.87 	7.03 	2626.00 	0.03 	22206.56 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.16 	-0.30 	-0.12 	0.03 	22.85 	-0.59 	-1.76 	358.53 	358.57 	7.04 	2569.00 	0.03 	22298.74 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.17 	-0.48 	0.03 	0.08 	21.97 	-0.59 	-2.34 	358.47 	358.57 	7.04 	2520.00 	0.02 	22379.32 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.16 	4.00 	0.66 	0.39 	22.27 	-0.59 	-1.76 	358.49 	358.64 	7.06 	2476.00 	0.02 	22452.76 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.17 	0.31 	0.14 	0.21 	22.85 	-1.17 	-2.05 	357.06 	357.13 	7.06 	2420.00 	0.02 	22547.79 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.17 	0.88 	0.36 	0.04 	22.85 	-0.29 	-1.46 	359.27 	359.35 	7.06 	2378.00 	0.02 	22620.23 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.17 	0.62 	0.31 	0.15 	22.27 	-0.59 	-2.05 	358.49 	358.66 	7.06 	2328.00 	0.02 	22707.83 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.16 	0.05 	0.10 	-0.06 	22.85 	-0.88 	-1.76 	357.80 	357.87 	7.06 	2287.00 	0.02 	22780.80 	
0.00 	0.00 	0.00 	0.05 	0.06 	1.15 	0.28 	0.21 	0.18 	22.56 	-0.88 	-2.05 	357.77 	357.93 	7.08 	2243.00 	0.02 	22860.31 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.18 	0.41 	0.11 	0.37 	21.97 	-1.17 	-1.46 	356.95 	357.07 	7.08 	2204.00 	0.02 	22931.84 	
0.00 	0.00 	0.00 	0.06 	0.03 	1.17 	-0.32 	0.11 	0.31 	22.56 	-1.17 	-2.05 	357.03 	357.10 	7.08 	2169.00 	0.02 	22996.92 	
0.00 	0.00 	0.00 	0.02 	0.01 	1.17 	-0.82 	0.01 	0.31 	22.85 	-0.29 	-1.76 	359.27 	359.31 	7.08 	2132.00 	0.02 	23066.64 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.16 	0.04 	0.22 	-0.11 	21.97 	-0.59 	-2.34 	358.47 	358.61 	7.08 	2093.00 	0.02 	23141.21 	
0.00 	0.00 	0.00 	0.02 	0.01 	1.16 	-0.29 	0.24 	0.40 	22.27 	-0.88 	-1.46 	357.74 	357.78 	7.10 	2064.00 	0.02 	23197.38 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.18 	2.46 	0.24 	0.07 	21.97 	-0.88 	-1.76 	357.71 	357.79 	7.10 	2026.00 	0.02 	23271.97 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.17 	0.21 	0.02 	0.20 	22.85 	-0.88 	-1.76 	357.80 	357.93 	7.11 	1994.00 	0.02 	23335.66 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.16 	-0.23 	0.23 	0.26 	22.27 	-1.46 	-1.76 	356.24 	356.30 	7.11 	1964.00 	0.02 	23396.13 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.15 	-0.14 	0.30 	0.17 	22.85 	-1.17 	-1.76 	357.06 	357.21 	7.12 	1930.00 	0.02 	23465.57 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.16 	-0.32 	0.08 	0.31 	22.56 	-0.88 	-1.76 	357.77 	357.90 	7.12 	1903.00 	0.02 	23521.42 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.20 	-0.33 	0.03 	0.14 	22.85 	-0.59 	-2.64 	358.53 	358.64 	7.12 	1874.00 	0.02 	23582.14 	
0.00 	0.00 	0.00 	0.06 	0.02 	1.16 	-1.81 	-0.11 	0.26 	22.56 	-0.29 	-2.34 	359.26 	359.32 	7.13 	1850.00 	0.02 	23632.96 	
0.00 	0.00 	0.00 	0.06 	0.04 	1.16 	0.83 	0.31 	0.53 	22.56 	-0.88 	-2.05 	357.77 	357.87 	7.13 	1826.00 	0.02 	23684.32 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.18 	0.58 	0.20 	0.07 	22.27 	-1.17 	-2.05 	356.99 	357.13 	7.13 	1797.00 	0.02 	23747.11 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.16 	-0.21 	-0.03 	0.18 	22.56 	-1.17 	-1.46 	357.03 	357.07 	7.14 	1774.00 	0.02 	23797.50 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.17 	-0.84 	0.18 	0.24 	22.85 	-0.59 	-1.46 	358.53 	358.58 	7.14 	1750.00 	0.02 	23850.64 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.17 	0.00 	0.09 	0.11 	22.27 	-0.59 	-1.46 	358.49 	358.56 	7.15 	1726.00 	0.02 	23904.38 	
0.00 	0.00 	0.00 	0.06 	0.02 	1.16 	-0.49 	0.05 	0.31 	22.56 	-0.29 	-1.76 	359.26 	359.28 	7.15 	1703.00 	0.02 	23956.45 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.19 	0.31 	0.15 	0.14 	22.27 	-0.88 	-2.34 	357.74 	357.84 	7.16 	1680.00 	0.02 	24009.09 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.15 	3.55 	0.42 	0.10 	22.56 	-0.88 	-1.46 	357.77 	357.87 	7.17 	1660.00 	0.02 	24055.34 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.17 	-0.15 	0.21 	0.39 	22.27 	-0.59 	-2.05 	358.49 	358.56 	7.17 	1642.00 	0.02 	24097.36 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.17 	0.91 	0.34 	0.24 	22.56 	-1.17 	-2.05 	357.03 	357.19 	7.18 	1623.00 	0.02 	24142.12 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.17 	0.73 	0.05 	0.22 	21.68 	-0.59 	-2.34 	358.45 	358.65 	7.18 	1606.00 	0.02 	24182.52 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.14 	0.13 	0.12 	0.46 	22.27 	-0.88 	-1.46 	357.74 	357.79 	7.19 	1593.00 	0.02 	24213.65 	
0.00 	0.00 	0.00 	0.04 	0.06 	1.14 	-0.69 	0.16 	0.31 	22.56 	-0.88 	-2.05 	357.77 	357.93 	7.19 	1573.00 	0.02 	24261.96 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.16 	-0.91 	0.31 	0.41 	22.85 	-0.88 	-2.34 	357.80 	357.99 	7.19 	1558.00 	0.02 	24298.51 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.17 	-0.50 	-0.15 	0.42 	21.68 	-0.59 	-2.05 	358.45 	358.50 	7.20 	1544.00 	0.02 	24332.88 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.15 	-0.66 	0.03 	0.53 	22.27 	-0.29 	-1.76 	359.25 	359.30 	7.21 	1533.00 	0.02 	24360.07 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.14 	-1.14 	0.20 	-0.14 	22.27 	0.00 	-2.34 	0.00 	0.07 	7.21 	1519.00 	0.01 	24394.89 	
0.00 	0.00 	0.00 	0.03 	0.01 	1.17 	-0.70 	0.27 	0.37 	21.97 	-0.59 	-1.76 	358.47 	358.50 	7.22 	1508.00 	0.01 	24422.44 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.15 	1.90 	0.30 	0.27 	22.85 	-0.88 	-2.34 	357.80 	357.92 	7.22 	1490.00 	0.01 	24467.88 	
0.00 	0.00 	0.00 	0.00 	0.03 	1.17 	3.59 	0.35 	0.21 	22.27 	-0.59 	-2.34 	358.49 	358.64 	7.22 	1478.00 	0.01 	24498.42 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.14 	1.46 	0.40 	0.46 	22.85 	-1.17 	-1.76 	357.06 	357.14 	7.23 	1462.00 	0.01 	24539.44 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.18 	1.98 	0.30 	0.06 	22.27 	-0.59 	-1.76 	358.49 	358.60 	7.23 	1451.00 	0.01 	24567.86 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.17 	0.99 	0.40 	0.08 	22.27 	-0.88 	-2.05 	357.74 	357.88 	7.23 	1439.00 	0.01 	24599.06 	
0.00 	0.00 	0.00 	0.03 	0.02 	1.17 	-0.92 	-0.01 	0.07 	22.27 	-0.88 	-1.76 	357.74 	357.81 	7.25 	1428.00 	0.01 	24627.85 	
0.00 	0.00 	0.00 	0.00 	0.03 	1.18 	0.79 	0.31 	0.16 	21.97 	-1.17 	-2.34 	356.95 	357.15 	7.26 	1418.00 	0.01 	24654.18 	
0.00 	0.00 	0.00 	0.06 	0.02 	1.17 	-0.76 	0.21 	0.12 	22.56 	-1.17 	-1.46 	357.03 	357.04 	7.26 	1404.00 	0.01 	24691.29 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.18 	-0.88 	0.13 	0.09 	22.56 	-0.88 	-2.05 	357.77 	357.84 	7.26 	1393.00 	0.01 	24720.66 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.16 	3.07 	0.70 	0.28 	22.27 	-1.17 	-1.76 	356.99 	357.14 	7.27 	1377.00 	0.01 	24763.71 	
0.00 	0.00 	0.00 	0.03 	0.02 	1.18 	0.02 	0.02 	0.15 	22.56 	-0.88 	-2.64 	357.77 	357.89 	7.28 	1367.00 	0.01 	24790.83 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.16 	0.50 	0.16 	0.07 	22.85 	-0.88 	-2.05 	357.80 	357.96 	7.29 	1357.00 	0.01 	24818.10 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.18 	0.72 	0.22 	0.18 	22.56 	-0.88 	-1.46 	357.77 	357.84 	7.28 	1348.00 	0.01 	24842.79 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.13 	0.09 	0.21 	0.41 	22.27 	-0.59 	-1.76 	358.49 	358.61 	7.30 	1339.00 	0.01 	24867.62 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.14 	-0.66 	-0.02 	0.31 	22.27 	-1.17 	-2.05 	356.99 	357.05 	7.30 	1335.00 	0.01 	24878.69 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.16 	-1.30 	-0.07 	0.43 	22.27 	-0.88 	-2.05 	357.74 	357.93 	7.30 	1320.00 	0.01 	24920.47 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.15 	-0.63 	0.02 	0.18 	21.97 	-0.88 	-1.76 	357.71 	357.78 	7.31 	1311.00 	0.01 	24945.72 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.17 	-0.36 	0.07 	0.53 	22.27 	-0.88 	-2.34 	357.74 	357.81 	7.32 	1306.00 	0.01 	24959.80 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.12 	3.27 	0.48 	0.17 	21.97 	-1.17 	-1.76 	356.95 	357.06 	7.32 	1294.00 	0.01 	24993.80 	
0.00 	0.00 	0.00 	0.05 	0.01 	1.17 	0.21 	-0.04 	-0.11 	22.27 	-0.59 	-2.05 	358.49 	358.53 	7.33 	1291.00 	0.01 	25002.33 	
0.00 	0.00 	0.00 	0.02 	0.01 	1.16 	-1.42 	0.20 	-0.02 	22.85 	-0.59 	-1.76 	358.53 	358.58 	7.33 	1282.00 	0.01 	25028.04 	
0.00 	0.00 	0.00 	0.04 	0.01 	1.15 	0.04 	0.10 	0.34 	22.27 	-0.59 	-1.76 	358.49 	358.53 	7.34 	1275.00 	0.01 	25048.14 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.18 	-0.31 	0.12 	0.29 	22.27 	-0.88 	-2.05 	357.74 	357.80 	7.34 	1264.00 	0.01 	25079.91 	
0.00 	0.00 	0.00 	0.00 	0.04 	1.18 	3.54 	0.64 	0.04 	22.56 	-0.59 	-2.05 	358.51 	358.71 	7.35 	1257.00 	0.01 	25100.24 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.15 	0.11 	0.12 	0.19 	22.27 	-0.59 	-2.64 	358.49 	358.71 	7.35 	1251.00 	0.01 	25117.73 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.15 	-0.66 	-0.02 	0.14 	22.56 	-1.17 	-1.76 	357.03 	357.10 	7.36 	1243.00 	0.01 	25141.17 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.19 	-0.37 	0.09 	-0.06 	22.56 	-0.88 	-2.34 	357.77 	357.88 	7.36 	1240.00 	0.01 	25149.99 	
0.00 	0.00 	0.00 	0.00 	0.03 	1.17 	1.88 	0.25 	0.23 	22.56 	-1.17 	-1.76 	357.03 	357.17 	7.37 	1232.00 	0.01 	25173.60 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.17 	0.78 	-0.05 	0.22 	22.27 	-0.29 	-2.34 	359.25 	359.35 	7.37 	1227.00 	0.01 	25188.41 	
0.00 	0.00 	0.00 	0.05 	0.02 	1.16 	-0.34 	0.03 	0.06 	22.27 	-0.59 	-1.76 	358.49 	358.53 	7.37 	1222.00 	0.01 	25203.28 	
0.00 	0.00 	0.00 	0.05 	0.04 	1.17 	0.66 	0.32 	0.22 	21.97 	-0.59 	-1.76 	358.47 	358.56 	7.39 	1216.00 	0.01 	25221.19 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.17 	0.68 	0.13 	0.40 	21.97 	-1.17 	-2.05 	356.95 	357.03 	7.40 	1211.00 	0.01 	25236.16 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.16 	0.77 	0.11 	0.43 	22.27 	-0.88 	-2.05 	357.74 	357.88 	7.40 	1206.00 	0.01 	25251.19 	
0.00 	0.00 	0.00 	0.02 	0.05 	1.16 	-1.62 	0.12 	0.29 	22.27 	-0.88 	-1.76 	357.74 	357.92 	7.41 	1201.00 	0.01 	25266.26 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.14 	0.39 	0.08 	0.54 	22.56 	-0.88 	-1.76 	357.77 	357.93 	7.40 	1199.00 	0.01 	25272.30 	
0.00 	0.00 	0.00 	0.01 	0.05 	1.13 	-0.79 	-0.31 	0.08 	22.27 	-1.46 	-2.34 	356.24 	356.51 	7.41 	1190.00 	0.01 	25299.60 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.18 	-0.36 	0.12 	0.28 	22.27 	-0.88 	-2.05 	357.74 	357.84 	7.42 	1187.00 	0.01 	25308.74 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	2.49 	0.35 	0.09 	22.56 	-0.59 	-2.05 	358.51 	358.66 	7.43 	1185.00 	0.01 	25314.84 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.18 	-0.34 	0.30 	0.39 	21.97 	-0.88 	-2.05 	357.71 	357.86 	7.42 	1180.00 	0.01 	25330.14 	
0.00 	0.00 	0.00 	0.01 	0.03 	1.14 	-0.60 	-0.18 	0.40 	21.97 	-0.59 	-1.76 	358.47 	358.61 	7.44 	1177.00 	0.01 	25339.34 	
0.00 	0.00 	0.00 	0.05 	0.03 	1.17 	4.39 	0.66 	-0.03 	21.97 	-1.46 	-2.05 	356.19 	356.29 	7.44 	1171.00 	0.01 	25357.79 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.14 	1.63 	0.30 	0.64 	22.56 	-0.88 	-2.05 	357.77 	357.91 	7.45 	1171.00 	0.01 	25357.79 	
0.00 	0.00 	0.00 	0.03 	0.02 	1.16 	-1.59 	-0.14 	0.37 	21.97 	-0.88 	-2.05 	357.71 	357.79 	7.45 	1165.00 	0.01 	25376.33 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.14 	0.58 	0.43 	0.36 	22.27 	-0.88 	-2.05 	357.74 	357.87 	7.46 	1161.00 	0.01 	25388.73 	
0.00 	0.00 	0.00 	0.03 	0.02 	1.19 	-0.81 	0.15 	0.66 	22.27 	-0.59 	-1.76 	358.49 	358.54 	7.46 	1157.00 	0.01 	25401.16 	
0.00 	0.00 	0.00 	0.04 	0.03 	1.15 	0.42 	0.04 	0.04 	22.56 	-0.59 	-1.76 	358.51 	358.58 	7.47 	1154.00 	0.01 	25410.51 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.15 	0.31 	0.25 	0.21 	21.97 	-0.88 	-2.05 	357.71 	357.92 	7.47 	1153.00 	0.01 	25413.63 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.15 	3.67 	0.12 	0.32 	22.27 	-0.59 	-2.05 	358.49 	358.55 	7.48 	1146.00 	0.01 	25435.54 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.14 	0.79 	0.13 	0.22 	22.27 	-1.17 	-2.05 	356.99 	357.10 	7.48 	1142.00 	0.01 	25448.11 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.16 	-1.32 	-0.06 	0.51 	22.56 	-0.88 	-2.05 	357.77 	357.86 	7.49 	1140.00 	0.01 	25454.40 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.16 	1.11 	0.43 	0.11 	22.56 	-0.29 	-1.76 	359.26 	359.37 	7.49 	1136.00 	0.01 	25467.02 	
0.00 	0.00 	0.00 	0.01 	0.01 	1.18 	-0.60 	0.21 	0.33 	23.14 	-0.59 	-2.05 	358.55 	358.61 	7.49 	1135.00 	0.01 	25470.18 	
0.00 	0.00 	0.00 	0.04 	0.05 	1.15 	-0.14 	0.19 	0.02 	21.97 	-0.59 	-1.76 	358.47 	358.59 	7.49 	1128.00 	0.01 	25492.37 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.12 	-0.49 	0.02 	0.21 	22.27 	-0.59 	-1.76 	358.49 	358.60 	7.50 	1127.00 	0.01 	25495.55 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.13 	0.02 	-0.06 	0.27 	22.85 	-0.59 	-1.17 	358.53 	358.58 	7.51 	1125.00 	0.01 	25501.91 	
0.00 	0.00 	0.00 	0.03 	0.05 	1.17 	1.75 	0.34 	0.34 	22.27 	-0.29 	-2.05 	359.25 	359.42 	7.52 	1123.00 	0.01 	25508.28 	
0.00 	0.00 	0.00 	0.03 	0.01 	1.17 	-0.76 	0.22 	0.47 	22.27 	-0.88 	-1.76 	357.74 	357.77 	7.53 	1120.00 	0.01 	25517.86 	
0.00 	0.00 	0.00 	0.02 	0.04 	1.17 	2.33 	0.46 	0.32 	22.56 	-0.88 	-1.76 	357.77 	357.91 	7.53 	1115.00 	0.01 	25533.87 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.15 	0.98 	0.47 	0.32 	22.27 	-0.88 	-1.76 	357.74 	357.86 	7.54 	1110.00 	0.01 	25549.94 	
0.00 	0.00 	0.00 	0.02 	0.03 	1.16 	-0.60 	0.19 	0.47 	21.97 	-0.88 	-2.05 	357.71 	357.84 	7.55 	1108.00 	0.01 	25556.38 	
0.00 	0.00 	0.00 	0.01 	0.04 	1.17 	-0.93 	0.01 	0.41 	21.39 	-0.88 	-1.76 	357.65 	357.83 	7.55 	1105.00 	0.01 	25566.06 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.15 	-1.04 	0.00 	0.37 	22.56 	-0.88 	-1.76 	357.77 	357.83 	7.56 	1102.00 	0.01 	25575.77 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.16 	2.67 	0.30 	0.07 	22.56 	-1.17 	-2.05 	357.03 	357.15 	7.55 	1099.00 	0.01 	25585.49 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.15 	2.15 	0.62 	-0.05 	22.85 	-1.17 	-2.05 	357.06 	357.18 	7.56 	1095.00 	0.01 	25598.49 	
0.00 	0.00 	0.00 	0.02 	0.02 	1.15 	3.30 	0.59 	0.27 	22.27 	-0.88 	-2.05 	357.74 	357.84 	7.57 	1090.00 	0.01 	25614.79 	
0.00 	0.00 	0.00 	0.03 	0.04 	1.17 	-0.99 	0.05 	0.05 	22.27 	-1.17 	-2.05 	356.99 	357.16 	7.58 	1089.00 	0.01 	25618.07 	
0.00 	0.00 	0.00 	-0.01 	0.02 	1.15 	-1.20 	-0.03 	0.36 	22.27 	-0.88 	-1.76 	357.74 	357.84 	7.59 	1087.00 	0.01 	25624.61 	
0.00 	0.00 	0.00 	0.06 	0.02 	1.18 	-0.15 	0.44 	0.35 	22.85 	-0.88 	-1.46 	357.80 	357.81 	7.59 	1083.00 	0.01 	25637.72 	
0.00 	0.00 	0.00 	0.03 	0.03 	1.15 	-0.74 	-0.02 	0.35 	22.56 	-0.88 	-2.05 	357.77 	357.87 	7.59 	1082.00 	0.01 	25641.01 	
0.00 	0.00 	0.00 	0.04 	0.02 	1.17 	1.86 	-0.03 	0.28 	22.56 	-1.17 	-1.76 	357.03 	357.08 	7.60 	1077.00 	0.01 	25657.47 	
0.00 	0.00 	0.00 	0.06 	0.04 	1.14 	3.70 	0.66 	0.31 	22.27 	-0.88 	-1.76 	357.74 	357.80 	7.60 	1078.00 	0.01 	25654.18 	
0.00 	0.00 	0.00 	0.04 	0.04 	1.15 	-0.32 	-0.11 	0.42 	22.56 	-1.17 	-2.34 	357.03 	357.20 	7.61 	1074.00 	0.01 	25667.38 	
